country,university,major,level,annual_fee,currency,notes,
إيران,جامعة بوعلي سينا,الري والصرف,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,األرصاد اجلویة الزراعية,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الوراثة النباتية وتربية النبات,ماجستير,3268,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,بيئة احملاصيل,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,رقم الدرجة العلمية,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الاقتصاد الزراعي واملوارد,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,أشجار الفاكهة,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,النبااتت الزینة,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,النبااتت الطبية,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,إنتاج حماصيل البيوت احملمية,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,اإلرشاد الزراعي املستدام,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,االبتكار ورايدة األعمال,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,كيمياء التربة ،خصوبة التربة,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,بيولوجيا التربة والتكنولوجيا,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الفيزياء وحفظ التربة,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الوراثة وتربية احليواانت,ماجستير,3268,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,والدواجن,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,تغذیة الدواجن,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,علم احلشرات الزراعي,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,أمراض النبات,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,التصميم والتصنيع,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,تكنولوجيا ما بعد احلصاد,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,إدارة وحتليل النظم,ماجستير,3268,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الطاقة,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,التكنولوجيا احليویة الزراعية,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,التنمية الریفية,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,فلسفة الفن,ماجستير,3268,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,عصور ما قبل التاریخ,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,العصور التارخیية,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,متدن اسالمی ایران و,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,التصميم احلضري,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,معماری دجیيتال,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الصحة الغذائية,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,إدارة األعمال,بكالوريوس,1548,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,اإلدارة العامة,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,اإلدارة الصناعية,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الكيمياء التطبيقية,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الكيمياء البحتة,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الاقتصاد,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,علم االجتماع,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,علم النفس,بكالوريوس,1548,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,القانون,بكالوريوس,1548,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,اللغة العربيية وآداهبا,بكالوريوس,1548,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,اللغة الفارسية وآداهبا,بكالوريوس,1548,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,اللغة الفرنسية وآداهبا,بكالوريوس,1548,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الفقه وأصول الفقه,بكالوريوس,1548,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,فقه و مبانی حقوق اسالمی,بكالوريوس,1548,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,دراسات الرتمجة,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,التدریب التنظيمي,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,علوم القرآن واحلدیث,بكالوريوس,1548,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,علم اخللية والبيولوجيا,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,علم األحياء النبات,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الفيزياء,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,التصميم الصناعي,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الهندسة الكهربائية,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,هندسة النظم والصناعة,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,هندسة احلاسوب,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الهندسة الميكانيكية,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,علم وهندسة املواد,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,املساحة,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,علوم وهندسة البستنة,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,علوم وهندسة التربة,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,اإلرشاد والتعليم الزراعي,بكالوريوس,1548,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الهندسة الوراثية النباتية,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,وقایة النبات,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,ماشنیآالت صنایع غذایی,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الغذائية,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,االتصال البصري,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,هندسة ختطيط املدن,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,الرسم,بكالوريوس,1720,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة بوعلي سينا,المجال الدراسي,دكتوراه,3096-4126,دولار,سنوي, مدى حسب نوع الدكتوراه
إيران,جامعة بوعلي سينا,المجال الدراسي,ماجستير,3782,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اللغة الفارسية وآداهبا,دكتوراه,1800,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الأدب الصوف,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اتريخ اإلسالم,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اتريخ إيران بعد اإلسالم,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اللغة والأدب العربي,دكتوراه,1800,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,فيزيولوجيا الرايضة,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم النفس العام,دكتوراه,1800,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم النفس الرتبوي,دكتوراه,1800,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الطقس واإلرصاد اجلوية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اإلدارة التعليمية,دكتوراه,1800,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,التكنولوجيا الزراعية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,التكنولوجيا الزراعية (علم,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم الوراثة وتربية النبااتت,دكتوراه,1800,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,تغذية الدواجن,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,احلصاد للنبااتت البستانية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,تربية النبااتت البستانية,دكتوراه,1800,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم أمراض النبااتت,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,موارد التربة وتقييم,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,والتكنولوجيا الحيوية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,خصوبة التربة وتغذية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم احلشرات الزراعية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الفيزياء (اجلسيمات األولية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,فيزيولوجيا النبات,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,تصنيفات النبات,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الهندسة الكهربائية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,هندسة الطاقة الكهربائية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اإلدارة العامة ختصص,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,القطاع العام,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الكيمياء التحليلية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الكيمياء العضوية (القبول,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الكيمياء -فيزياء,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الكيمياء غري العضوية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الكيمياء النانوية,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,إدارة الغاابت,دكتوراه,1800,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,هندسة مستجمعات املياه,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,محاية املياه والتربة,دكتوراه,2300,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اللغة الفارسية وآداهبا (الأدب,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الفلسفة اإلسالمية وعلم الكالم,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اتريخ إيران اإلسالمية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اتريخ التشيع,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,هنج البالغة,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اللغة و الأدب الإنجليزي,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,تدريس اللغة الإنجليزية,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,القانون اخلاص,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,فيزيولوجيا التمارين التطبيقية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,فيزيولوجيا التمرين والتغذية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,فيزيولوجيا التمارين الرايضية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم النفس,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم النفس الرتبوي,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,السياحة والسفر,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اإلدارة التعليمية,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اتريخ وفلسفة الرتبية,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,العالقات الدولية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اللغة العربيية وآداهبا (الأدب,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,التكنولوجيا الزراعية (فيزيولوجيا,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,التكنولوجيا الزراعية (علم بيئة,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,التكنولوجيا الزراعية (علم,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,التكنولوجيا الحيوية الزراعية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,تغذية الدواجن,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,فيزيولوجيا الثروة احليوانية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,نبااتت الزينة,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,إنتاج منتجات الدفيئة,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,النبااتت الطبية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,والصرف),ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم أمراض النبااتت,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم احلشرات الزراعية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,فيزياء التربة واحلفاظ عليها,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,موارد التربة وتقييم األراضي,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,إدارة خصوبة التربة والتكنولوجيا,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,خصوبة التربة وتغذية النبااتت,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الاقتصاد الزراعي (السياسة,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,(ختصص النظام البيئي البشري,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,التنمية الريفية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الفيزياء (املادة الكثيفة),ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الفيزياء (فيزياء النانوية),ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الفيزياء (اجلسيمات األولية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الرياضيات والتطبيقات,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الرسم البياين واجملموعات,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الرياضيات والتطبيقات (ختصص,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,التحليل),ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الطبقة األحفورية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الجيولوجيا البيئية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,فيزيولوجيا النبات,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم النظم الحيوية احليوانية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,تصنيفات النبات,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم الوراثة,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الكيمياء الحيوية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,اإللكرتونية الدقيقة والنانوية),ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,هندسة اإللكرتونيات (الدوائر,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,هندسة الطاقة (أنظمة الطاقة),ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,هندسة الطاقة (إلكرتونيات,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,هندسة السيارات الكهربائية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,هندسة التعدين (منتجات,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,هندسة التعدين (استكشاف,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,إدارة التسويق,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,إدارة االسرتاتيجية,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,إدارة األعمال ختصص املوارد,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,علم الطفيليات,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الكيمياء التحليلية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الكيمياء العضوية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الكيمياء -فيزياء,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الكيمياء غري العضوية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,الكيمياء النانوية,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,إدارة الغاابت,ماجستير,1400,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,سيالب و رودخانه,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,محاية املياه والتربة,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,هندسة مستجمعات املياه,ماجستير,1600,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة لرستان الحكومية,دورة اللغة,دكتوراه,1800,دولار,سنوي محسوب من سعر الكورس ×2,
إيران,جامعة فردوسي مشهد الحكومية,اللغة الفارسية وآداهبا,دكتوراه,1980-3080,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,علم اللسانيات العام,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,تعليم اللغة الإنجليزية (طرائق,دكتوراه,1980-3080,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,ترمجة اللغة الإنجليزية,دكتوراه,1980-3080,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,االجتماع الاقتصادي,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,اتريخ -اتريخ بعد از اسالم,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,اجلغرافيا والتخطيط الريفي,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,اجلغرافيا والتخطيط احلضري,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,اللغة العربيية وآداهبا,دكتوراه,1980-3080,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,الكيمياء الحيوية والتمثيل,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,الرايضة -اإلدارة,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,السلوك احلركي -التعلم,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,اهليات و معارف اسالمی,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,اإلسالمية -الفقه والشريعة,دكتوراه,1980-3080,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,اإلسالمية -املفاهيم النظرية,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,اإلسالمية -معرفة املصادر,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,الفلسفة السامية,دكتوراه,1980-3080,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,التعليم -إدارة التعليم,دكتوراه,1980-3080,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,علم اطالعات و,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,علم النفس العام,دكتوراه,1980-3080,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,فلسفة التعليم,دكتوراه,1980-3080,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,إدارة األعمال -السلوك,دكتوراه,1980-3080,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,إدارة األعمال -املوارد,دكتوراه,1980-3080,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,اإلدارة -حبوث العمليات,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,الجيولوجيا -الاقتصادية,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,الجيولوجيا -الرتسبات,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
إيران,جامعة فردوسي مشهد الحكومية,الجيولوجيا -علم الرتاصف,دكتوراه,2860-3960,دولار,سنوي, تحويل تقريبي من يورو إلى دولار
